model,mean_accuracy,mean_roc_auc,mean_f1,mean_recall,std_f1
gradient_boosting,0.791447610011647,0.8454990094755525,0.6306588896811434,0.6709030100334448,0.0182369059348749
logistic_regression,0.7552391564394698,0.8443800688050178,0.6304737988196167,0.7872909698996655,0.0225748685526242
random_forest,0.7825716586735088,0.8208545016772423,0.5787174909826904,0.5632107023411371,0.015343829703952379
